G1,G4,G8,G2,G6,G9,G5,G3,G7
52,50,505,76,34,720,16,46,47
60,46,469,46,26,846,15,52,43
58,29,496,49,28,726,20,37,60
59,25,503,62,27,581,27,52,40
39,54,517,60,44,707,35,50,36
41,27,519,48,21,664,18,46,60
47,53,488,48,17,570,30,51,37
35,15,550,53,28,589,22,51,36
34,56,534,56,40,589,29,49,48
45,35,505,52,32,861,23,69,35
62,43,480,48,31,724,20,60,42
58,31,536,44,18,733,24,34,45
40,36,539,44,33,731,19,49,55
49,31,498,59,36,713,22,53,43
53,38,458,57,33,702,25,46,43
58,34,510,49,23,862,22,59,47
37,25,478,54,41,676,24,44,45
61,30,494,58,27,671,32,50,53
43,34,531,47,28,713,30,49,53
51,26,468,59,39,724,29,50,50
56,44,513,44,27,600,23,46,31
54,53,521,62,46,583,25,47,38
49,40,454,62,40,714,13,45,39
47,29,488,56,32,594,23,52,54
45,36,557,61,17,687,26,56,35
52,29,500,59,33,727,24,34,58
48,44,536,55,47,697,19,44,44
47,38,441,46,34,822,23,39,49
52,41,475,49,25,850,25,51,62
61,37,451,65,29,704,12,41,45
39,53,504,50,24,674,27,47,50
58,53,513,44,44,788,29,52,50
57,25,552,58,19,870,28,52,47
78,22,516,81,23,541,19,32,42
44,39,456,40,24,699,9,40,50
57,27,468,59,30,734,21,47,48
64,50,497,57,26,693,25,44,44
31,43,524,69,30,801,14,45,56
58,59,514,52,37,825,23,45,40
52,42,493,48,40,899,21,63,47
35,41,500,67,30,745,14,60,49
47,32,483,63,39,601,20,60,47
54,37,459,66,34,626,24,51,69
46,44,440,37,36,723,24,54,33
50,39,531,50,24,695,27,43,63
44,38,544,67,27,759,15,49,61
35,45,487,46,38,677,32,38,53
54,30,491,47,32,740,10,49,58
58,40,526,61,44,751,16,40,48
46,47,499,74,42,731,27,39,58
43,41,491,62,25,882,26,53,46
54,28,531,47,24,835,15,49,62
50,35,499,40,36,728,18,57,42
43,33,514,47,23,726,25,65,57
45,33,494,52,30,875,30,50,51
46,32,555,82,22,660,29,44,57
52,21,547,47,24,713,31,50,43
60,33,497,66,39,823,23,37,49
59,46,543,55,43,714,18,47,59
58,23,532,62,24,732,28,50,46
51,38,518,52,35,728,22,47,61
47,43,478,65,24,690,24,53,53
35,47,486,63,38,591,14,51,45
50,29,503,53,28,699,25,42,59
69,29,433,61,36,855,16,49,38
69,41,529,42,49,684,19,50,46
46,39,522,51,40,753,14,44,52
56,40,459,54,34,806,29,61,60
59,26,539,59,24,736,24,50,51
54,57,490,60,23,709,25,36,35
46,43,539,44,25,616,24,38,55
39,26,496,48,20,701,26,40,44
47,44,468,59,33,732,27,36,48
45,50,518,58,30,877,20,61,55
64,44,504,66,50,717,22,53,54
37,46,495,56,27,609,27,48,48
32,37,536,57,23,594,22,47,50
58,37,480,53,35,854,24,50,41
56,30,499,73,33,749,29,59,48
41,38,479,54,17,580,20,55,40
44,38,490,49,26,710,31,61,55
56,49,498,51,35,736,18,57,56
47,37,512,62,35,741,25,47,35
41,25,564,57,31,714,17,36,55
44,40,496,55,25,749,26,56,44
38,25,492,56,24,718,23,57,48
50,35,440,58,40,717,25,72,50
57,40,499,67,32,597,25,50,68
44,36,487,63,31,846,25,46,48
41,30,516,54,21,844,19,51,47
50,43,506,64,57,611,29,56,53
61,32,504,55,29,838,22,40,45
54,51,516,61,38,843,30,40,44
46,38,524,60,26,719,18,35,41
58,47,486,62,34,773,24,39,51
58,24,514,48,22,713,32,33,42
57,29,501,42,25,833,28,60,52
63,27,534,45,20,886,24,41,48
39,43,499,54,43,593,23,54,48
48,53,435,70,24,837,15,46,66
51,46,478,48,42,726,33,49,54
54,54,506,63,36,838,22,56,54
54,28,511,38,23,875,22,58,43
50,35,522,47,14,592,20,47,50
49,39,475,53,30,713,22,46,47
49,44,482,53,22,845,18,46,38
40,54,534,52,33,687,22,49,51
49,45,519,62,20,698,32,46,30
33,25,521,47,21,855,27,42,54
58,28,509,48,22,701,20,49,53
46,29,454,64,22,701,16,53,46
52,37,504,54,29,860,25,41,61
61,48,490,64,40,745,19,52,55
48,38,492,48,31,673,24,54,39
49,29,531,47,21,696,27,37,53
54,30,525,56,27,887,22,48,56
51,39,508,59,32,738,28,52,52
70,30,496,54,30,713,25,43,47
55,33,525,60,31,734,16,49,43
46,47,496,60,23,718,25,56,53
48,41,522,62,38,631,7,38,56
46,52,489,52,44,751,23,54,53
44,42,504,62,29,699,35,58,48
49,50,508,49,38,615,20,47,43
57,31,464,42,21,801,27,36,51
68,42,483,62,25,722,19,56,60
53,41,480,64,29,731,17,57,46
42,27,504,74,29,684,33,49,50
54,30,488,47,30,796,27,39,64
34,37,473,56,33,866,23,49,47
60,29,504,56,18,697,23,55,48
40,54,510,50,29,750,27,62,49
44,36,497,43,23,690,20,57,53
51,30,508,61,23,703,15,52,46
43,52,518,47,46,754,26,47,59
36,36,471,56,34,629,16,44,50
56,45,504,50,21,885,21,51,52
64,43,466,70,32,731,25,47,49
60,20,561,34,34,580,20,56,65
53,28,491,75,32,708,14,58,52
54,29,519,51,28,692,32,57,51
55,39,497,59,28,698,31,50,50
54,38,531,48,29,592,21,47,38
56,42,473,56,35,749,15,44,37
56,37,558,54,18,625,34,49,47
45,55,508,54,46,689,23,45,43
55,41,483,41,21,690,36,35,42
59,46,497,49,29,712,35,53,39
44,27,499,61,33,731,26,59,57
51,62,511,42,46,876,25,43,54
56,36,453,54,27,855,21,51,60
62,49,519,66,38,806,28,55,52
35,43,460,50,24,812,17,39,48
49,24,543,65,25,734,23,46,65
54,38,463,51,31,724,17,55,53
55,43,488,45,27,646,24,41,33
51,31,537,45,24,700,32,36,56
73,41,457,39,24,750,25,59,64
58,27,539,51,31,752,19,39,48
50,28,476,63,30,732,18,52,47
47,20,555,61,32,697,25,54,40
57,37,482,49,25,686,21,41,40
38,33,486,49,38,878,27,43,51
58,50,520,58,41,723,41,45,42
43,52,481,60,31,642,26,65,54
43,26,540,47,30,717,23,42,46
48,30,473,68,27,714,31,58,47
60,45,521,59,38,749,17,47,63
41,40,529,57,40,856,22,45,39
64,29,505,58,25,739,25,46,46
56,53,520,57,38,639,25,51,56
60,42,494,58,52,731,31,54,54
53,20,560,59,36,729,26,61,53
47,36,509,60,28,720,21,48,41
51,41,514,71,29,610,35,43,54
48,50,486,46,40,810,25,37,48
46,38,507,62,36,730,16,50,47
57,26,549,73,16,609,26,47,48
44,38,484,49,29,673,25,43,53
55,39,519,47,28,871,17,50,44
49,26,448,58,20,691,23,59,56
42,35,479,38,32,737,26,42,46
41,49,511,42,42,743,23,57,41
45,30,472,57,28,774,25,46,50
72,25,484,51,24,566,37,56,48
57,32,465,53,34,697,21,29,54
51,34,535,51,19,821,17,39,38
50,41,425,57,23,581,20,49,52
49,29,563,58,27,614,21,40,54
41,38,491,38,35,632,21,63,39
51,59,543,53,44,742,20,47,50
49,38,507,55,40,710,21,46,40
68,38,465,56,28,599,13,57,50
52,38,544,55,19,709,18,49,52
44,24,493,78,28,678,27,47,51
50,43,546,50,57,725,27,47,44
47,24,506,71,27,697,21,43,55
42,30,519,46,23,700,11,39,43
62,49,484,51,27,588,23,56,61
36,48,560,54,38,725,23,58,45
51,38,476,55,28,846,24,59,46
46,34,475,44,38,675,21,43,51
40,51,447,62,19,744,18,43,51
34,42,479,57,34,820,18,46,51
39,44,503,45,26,718,28,55,42
58,32,526,64,46,850,19,49,55
51,40,542,60,15,840,25,53,50
53,23,601,55,17,717,14,51,53
43,42,525,56,35,871,34,33,51
44,35,493,50,45,715,22,52,47
55,26,506,60,30,693,33,39,66
57,54,484,61,33,738,23,45,55
44,38,572,55,30,751,25,45,45
56,49,494,42,25,840,17,33,47
65,43,469,60,26,733,26,59,42
45,32,451,54,25,880,18,54,41
43,30,496,52,28,878,26,57,54
51,59,467,51,22,726,27,31,50
58,25,512,48,24,745,24,35,43
60,38,466,60,24,713,24,57,57
53,35,530,50,29,754,35,44,47
43,31,450,56,34,744,23,43,37
51,38,457,57,34,593,25,47,58
62,37,487,48,21,697,20,35,54
52,52,482,62,26,750,22,54,60
35,37,504,44,20,714,34,39,52
44,37,451,49,21,741,15,58,49
50,44,462,60,35,835,22,47,49
35,52,523,56,32,810,23,48,52
43,32,462,39,19,688,14,41,59
46,23,522,58,19,705,30,45,55
59,30,485,45,25,873,18,46,35
48,44,481,65,38,724,14,47,45
32,26,482,51,28,834,21,50,46
42,36,481,62,35,706,27,44,33
46,73,478,44,32,725,21,57,50
48,43,500,40,27,888,20,43,47
59,27,465,36,34,622,32,50,49
40,27,544,45,29,727,17,65,58
52,27,520,57,22,702,13,41,46
46,29,518,45,32,731,20,68,49
58,26,541,62,23,853,19,53,57
48,30,460,61,35,699,20,41,43
42,36,460,58,38,737,15,58,56
54,46,486,59,28,754,25,53,52
47,38,504,55,31,769,21,47,52
65,41,475,52,32,722,22,48,45
55,38,478,55,26,682,25,39,46
55,27,497,50,36,835,17,58,55
67,45,508,53,22,775,20,54,58
50,51,532,48,28,890,24,65,38
64,32,465,63,35,576,32,56,48
52,54,463,58,18,700,22,53,44
46,38,484,62,26,587,18,60,61
42,42,462,51,41,622,32,41,41
46,43,478,47,33,737,17,43,39
50,39,530,53,42,770,18,44,60
49,40,517,42,31,813,27,52,50
52,36,510,55,27,812,29,51,40
54,29,480,53,32,770,22,49,49
61,42,526,56,29,817,20,50,54
41,37,470,57,30,566,16,48,57
57,23,556,59,22,860,22,48,32
50,35,481,42,36,672,17,47,53
54,33,463,46,28,563,29,50,50
69,30,499,51,29,608,18,50,68
33,43,502,66,44,614,26,50,50
46,33,465,47,21,863,20,39,55
30,29,493,51,21,746,21,55,32
69,37,516,55,35,885,29,51,43
47,37,457,44,37,716,20,58,59
35,36,488,64,31,750,31,59,76
50,53,505,63,34,744,15,48,40
38,23,568,63,21,727,25,36,50
42,43,492,55,34,856,28,55,45
42,35,495,46,22,770,16,42,62
47,40,454,55,41,670,27,52,46
40,22,535,64,28,803,26,49,52
55,30,519,51,12,736,18,56,54
52,22,487,46,20,549,22,46,56
56,40,509,62,30,715,28,55,42
73,29,549,54,19,751,23,53,39
57,57,469,57,52,691,26,43,49
53,26,532,55,21,839,17,58,59
42,33,456,70,27,735,24,45,67
39,40,451,48,39,604,24,44,43
50,38,521,52,23,745,21,43,57
43,44,510,59,38,734,19,53,52
44,30,494,64,27,712,29,45,53
45,23,481,56,27,646,35,59,52
51,50,516,58,44,726,17,71,46
46,32,514,55,32,732,16,44,38
68,32,494,60,31,676,25,50,43
32,29,514,43,21,618,23,46,55
66,46,513,51,44,885,27,56,53
37,30,526,51,16,698,17,46,49
52,33,497,43,33,558,14,43,61
52,28,452,63,38,758,21,49,54
44,28,544,64,12,702,21,54,47
63,40,533,41,34,709,27,42,54
69,22,516,45,23,720,23,52,57
47,53,487,57,28,901,21,43,49
45,24,495,41,27,708,24,38,49
45,37,476,42,36,665,23,54,42
42,53,483,53,31,719,23,49,44
50,31,496,83,33,618,17,46,43
43,36,498,71,34,748,22,49,51
40,41,528,51,24,599,20,48,45
47,59,530,62,36,714,37,52,52
36,15,520,39,23,757,24,56,54
51,34,468,62,46,797,18,46,54
46,55,526,39,37,741,17,54,50
46,46,512,53,30,841,33,51,58
60,37,458,46,22,603,20,60,49
59,28,489,55,28,600,26,43,50
60,56,464,45,36,708,17,43,61
58,36,525,62,27,725,23,50,43
48,46,540,56,30,592,19,47,56
52,25,458,45,25,751,27,30,55
52,28,516,51,29,750,19,53,44
47,26,522,53,28,603,20,33,49
45,39,496,55,49,562,21,49,58
49,42,525,42,33,839,17,47,51
38,34,488,52,34,586,26,50,58
43,44,506,72,45,737,17,49,62
46,36,501,59,42,759,24,50,51
52,40,470,50,18,851,15,50,47
47,50,503,47,53,600,20,48,54
44,63,501,42,40,732,29,51,53
37,28,483,54,47,909,23,58,55
44,32,468,52,29,722,19,49,41
51,56,519,58,51,700,23,36,42
44,32,520,55,15,703,18,43,49
51,32,529,49,21,698,33,43,54
52,40,469,56,30,611,32,49,59
56,39,508,46,21,740,21,54,60
57,32,536,49,18,818,19,45,53
52,47,517,50,37,761,29,53,53
50,37,523,41,29,880,16,51,54
54,34,520,45,22,869,19,48,50
40,32,513,47,28,857,19,58,53
54,38,541,52,32,681,25,44,49
52,45,526,42,45,726,21,61,40
38,27,519,50,24,711,20,47,52
35,45,458,56,32,709,21,46,63
37,34,510,50,38,691,23,55,50
51,37,561,49,37,922,13,54,53
56,24,516,57,29,690,21,29,50
62,61,527,60,49,605,18,52,60
55,37,524,46,31,751,23,44,51
54,42,449,50,30,577,17,45,46
56,44,490,39,35,582,26,63,49
50,61,511,43,39,682,19,48,58
48,26,542,44,36,838,28,51,60
59,40,490,61,35,612,32,45,49
31,39,584,57,26,878,21,49,61
39,35,521,59,35,648,21,43,56
45,50,482,53,19,723,20,43,44
43,47,529,66,38,752,16,47,45
52,47,468,42,34,751,21,52,53
61,13,491,50,25,749,35,51,61
46,26,559,62,27,710,26,49,48
51,44,513,58,47,746,20,57,44
49,52,474,48,51,682,19,46,65
53,27,492,51,23,785,21,66,37
43,20,521,59,16,702,18,47,47
34,42,481,40,40,777,29,54,42
63,36,469,43,27,722,12,53,52
43,33,498,49,28,587,10,62,66
41,29,482,46,28,708,22,35,55
48,44,483,53,29,745,18,45,52
48,29,541,52,28,643,24,51,47
46,28,547,52,17,724,21,46,44
41,32,499,55,34,722,21,54,36
38,39,498,37,27,728,40,45,57
49,39,531,50,29,751,33,47,43
48,30,495,58,26,735,31,40,50
49,39,489,68,31,658,24,45,44
52,47,516,41,31,867,13,56,61
44,25,465,42,21,783,20,51,46
42,41,487,59,29,732,21,50,47
48,40,495,54,37,623,31,61,48
54,51,519,55,37,706,18,57,55
46,32,475,46,36,572,35,34,39
37,40,461,52,29,701,21,45,50
76,38,475,53,42,605,24,45,49
49,29,502,59,27,555,22,46,52
50,43,483,51,32,873,20,53,54
35,30,517,38,30,694,21,37,52
45,41,495,70,33,764,24,56,53
42,35,518,42,37,709,19,38,43
36,37,457,48,38,566,19,52,56
51,51,519,48,35,753,27,45,41
75,49,545,65,39,619,24,54,33
56,26,461,45,23,672,23,47,53
53,35,546,59,23,743,23,64,54
57,47,483,61,34,763,20,49,48
62,60,468,57,44,624,33,57,45
54,42,513,54,33,732,26,54,51
53,32,503,63,30,722,31,44,51
72,49,555,65,41,755,27,52,49
42,49,506,62,38,718,18,52,56
60,35,442,61,23,731,21,48,50
51,27,596,57,18,723,28,45,46
49,42,481,49,24,623,18,43,40
53,37,489,55,32,774,20,36,47
60,31,463,42,19,689,19,40,45
47,29,504,49,27,736,25,56,49
50,37,511,59,26,753,20,46,51
46,44,471,48,17,838,25,52,48
68,31,531,44,33,726,21,42,54
42,32,546,50,17,840,24,51,51
58,39,485,45,35,691,29,62,48
54,33,481,55,33,679,19,54,48
43,41,503,36,21,754,26,41,45
48,45,534,60,47,742,24,36,53
61,56,469,82,36,907,18,49,39
37,46,484,44,36,610,15,50,45
49,36,495,48,20,733,15,29,61
33,43,476,61,29,742,16,68,56
63,32,484,62,35,716,22,47,55
46,36,487,71,40,608,19,42,48
37,48,475,48,27,689,24,62,41
45,36,453,76,26,739,22,50,61
51,35,469,57,30,840,16,42,59
41,44,465,46,27,710,16,62,51
38,36,468,61,28,687,24,47,40
52,32,521,44,25,752,19,53,45
51,28,489,51,24,762,13,52,41
52,51,461,51,31,703,27,37,47
45,71,472,51,36,714,29,44,44
47,26,474,57,28,710,30,46,51
45,42,476,55,47,764,22,52,48
70,42,467,58,28,753,13,43,69
56,40,519,46,57,743,22,44,43
47,42,430,39,35,618,26,54,50
49,61,474,51,24,613,20,40,52
45,32,493,67,43,892,25,43,50
44,47,492,58,28,710,22,48,43
56,33,488,45,39,718,19,43,42
43,33,496,61,27,704,21,45,31
46,43,459,49,21,721,27,44,36
59,35,465,56,32,584,33,57,45
56,42,524,46,35,743,25,56,48
65,40,478,43,31,753,19,50,57
45,19,498,65,25,753,28,42,53
44,35,567,47,16,808,27,52,41
39,38,476,62,26,863,25,38,46
51,58,467,63,32,613,18,58,58
54,63,476,59,36,759,32,53,47
50,32,525,50,22,806,23,42,48
39,65,479,63,42,720,21,49,57
54,27,530,57,25,725,25,37,61
64,45,458,81,32,722,18,54,45
54,56,444,52,50,637,18,46,67
60,32,469,57,33,753,20,53,42
45,36,497,59,24,696,30,56,55
50,48,471,67,41,735,14,47,52
55,35,480,55,36,695,27,66,41
45,52,512,51,47,727,22,44,43
52,45,499,69,30,602,17,55,45
39,43,478,51,25,729,19,51,41
65,44,482,52,28,721,19,55,40
53,44,480,63,34,730,16,51,53
40,47,460,44,21,723,27,40,44
52,37,531,54,26,724,32,42,42
54,31,462,35,33,808,25,54,52
51,40,472,60,30,769,17,42,58
42,34,484,63,35,727,27,52,49
38,28,476,36,28,751,21,42,50
57,37,484,55,31,858,21,43,55
49,37,521,68,29,603,17,56,38
58,40,472,47,33,757,21,54,49
54,56,494,43,38,737,21,48,41
49,26,555,47,17,659,21,48,53
49,23,515,35,19,827,30,63,33
66,45,498,58,40,869,24,48,57
44,28,497,44,15,679,30,37,59
51,31,542,50,18,613,18,36,53
46,21,563,52,14,696,23,48,63
47,44,475,41,31,688,15,40,57
47,28,475,59,25,739,21,47,52
62,41,511,47,44,727,19,57,55
37,27,483,42,42,689,11,42,40
46,41,488,53,21,829,21,52,50
40,34,501,43,28,749,29,44,50
57,44,521,51,26,875,30,58,37
49,25,468,39,34,730,31,46,47
39,37,484,66,43,716,15,59,60
67,30,520,51,29,720,26,55,42
52,27,495,66,12,835,21,48,37
45,34,499,44,25,698,27,58,43
48,38,522,46,18,849,24,44,50
44,41,496,67,33,636,22,55,56
41,51,499,57,40,924,20,55,40
48,47,518,42,32,770,21,36,50
41,35,525,42,19,605,18,56,49
47,34,534,50,19,782,18,45,61
36,29,514,52,20,699,18,70,49
42,48,481,41,38,699,32,52,41
55,49,509,49,50,723,22,51,61
37,44,484,61,37,740,25,47,36
46,32,520,60,16,695,22,50,46
43,45,472,48,28,611,21,58,39
49,33,539,58,30,699,26,41,56
60,27,517,47,18,599,22,50,47
53,41,495,59,32,661,18,47,48
61,37,478,68,27,607,16,41,67
47,53,497,66,46,848,23,44,45
60,37,548,45,23,581,23,51,44
58,25,492,47,35,863,29,62,65
50,32,508,64,22,768,25,42,59
35,30,467,62,27,747,31,45,47
40,17,552,61,22,753,16,50,54
57,44,467,44,28,709,33,44,45
44,31,458,44,24,603,16,61,55
56,29,541,50,22,718,25,43,44
67,37,509,58,26,766,21,48,48
48,37,479,62,32,799,24,67,55
62,35,521,58,36,618,26,48,52
40,49,483,44,36,788,24,52,46
58,36,513,66,26,729,25,35,39
45,26,500,64,14,593,28,48,39
52,34,480,49,27,715,21,57,56
51,31,513,62,26,735,13,59,42
50,27,527,58,24,869,18,66,46
48,45,484,43,31,754,24,55,55
49,42,519,48,40,828,21,48,46
38,29,503,61,33,739,19,50,53
58,25,499,59,32,723,18,45,37
41,30,537,61,30,710,30,43,55
61,41,518,44,38,713,24,67,45
55,22,518,53,26,729,14,53,55
47,37,514,60,26,744,16,53,48
59,56,520,52,50,617,31,53,46
44,42,524,42,40,596,25,47,55
54,35,438,40,33,734,37,36,39
45,39,523,58,47,727,33,43,53
42,32,461,43,36,606,27,42,40
42,34,487,59,30,734,20,45,48
46,29,458,70,25,873,17,56,49
47,32,523,42,35,750,26,45,54
53,48,512,59,43,724,30,53,50
71,55,442,63,32,705,29,41,60
54,28,452,55,28,689,29,53,52
61,35,460,58,35,671,21,52,47
44,40,460,59,46,629,24,51,48
62,36,497,66,34,616,24,61,43
45,29,525,50,19,617,28,43,48
50,47,497,45,44,788,20,51,40
52,28,493,53,17,739,19,43,44
61,30,468,49,26,626,19,44,46
58,21,493,54,33,629,20,50,59
50,40,490,51,35,870,27,47,51
48,26,540,42,25,614,17,39,61
47,35,450,50,23,832,30,59,44
50,32,482,45,38,691,18,63,58
53,23,541,58,25,846,24,41,48
47,51,505,49,52,719,22,58,43
48,19,541,56,19,610,30,47,60
52,45,458,51,24,691,18,44,63
57,35,497,56,29,831,39,42,53
42,36,514,42,42,870,20,39,46
54,31,481,53,25,691,26,48,44
40,41,478,73,46,818,18,46,60
53,26,546,45,28,739,25,46,54
45,50,490,53,34,785,28,25,34
43,38,500,47,40,854,39,44,46
52,48,523,57,39,700,28,52,50
44,56,452,45,38,738,9,39,45
40,51,515,48,53,620,28,55,54
43,31,482,47,28,606,22,42,58
53,21,541,41,20,762,25,51,48
60,35,544,49,20,741,24,39,62
50,33,463,56,26,710,19,54,39
45,48,506,60,36,743,18,48,42
38,33,473,47,21,732,21,58,45
52,43,480,43,19,867,16,55,54
52,32,490,54,24,616,27,58,50
35,49,502,48,35,603,40,53,53
48,27,518,65,32,712,12,39,41
50,44,490,38,28,732,25,49,45
53,36,468,42,30,905,27,47,55
55,41,510,55,29,779,22,62,58
48,39,517,43,20,715,23,53,61
43,39,479,45,30,709,18,49,47
51,44,486,74,36,672,34,35,55
51,44,483,63,39,728,31,48,47
53,57,492,62,25,649,24,51,43
51,43,470,53,23,733,7,52,50
68,36,489,52,32,715,23,43,48
49,30,536,55,44,732,21,50,58
52,56,472,64,23,740,22,53,46
43,38,492,58,37,723,16,41,61
29,25,566,39,19,759,19,52,37
45,36,509,37,22,707,20,51,57
46,35,454,46,23,708,23,44,53
57,49,512,39,45,761,30,53,54
64,29,467,61,24,698,21,53,60
46,53,517,50,24,714,13,37,53
46,30,514,49,32,614,19,49,56
39,30,485,63,21,718,34,44,44
32,46,459,56,37,731,21,46,67
38,19,485,45,27,846,27,65,48
48,41,508,48,20,673,21,50,56
55,40,475,62,38,768,22,49,55
71,47,513,63,33,705,26,41,42
59,35,453,48,24,833,22,53,54
56,29,481,68,43,722,29,58,55
64,47,481,66,36,604,14,42,58
55,35,486,58,37,720,22,52,66
41,31,525,71,16,757,21,48,32
49,42,495,39,40,809,22,42,59
50,34,505,51,18,565,36,57,56
57,50,490,44,25,616,14,56,50
50,41,520,62,40,879,24,49,61
63,59,533,40,34,744,19,43,41
46,43,456,61,26,639,23,50,48
44,41,479,59,45,648,32,62,39
50,34,551,47,22,864,25,51,59
43,24,508,49,25,754,32,37,50
57,40,467,52,21,576,17,42,59
49,41,488,52,30,609,19,52,51
51,32,471,55,35,729,22,58,40
46,35,443,36,38,845,14,39,45
54,34,558,50,21,829,25,38,30
52,43,487,53,19,645,20,47,41
32,33,482,65,38,862,25,51,50
60,30,529,57,24,747,21,49,53
56,42,465,64,21,628,22,49,47
30,40,507,55,30,738,11,45,46
46,38,476,46,42,705,21,52,51
58,38,492,52,38,732,37,44,51
54,45,519,56,38,619,34,32,53
37,38,465,48,36,712,19,62,52
55,41,497,49,23,571,21,44,63
48,48,492,54,34,719,21,39,49
58,45,510,50,39,732,17,45,47
65,38,504,47,24,895,21,59,68
62,43,469,73,31,620,16,50,52
51,39,480,48,37,696,17,58,54
63,45,462,54,28,624,25,49,57
37,39,502,42,24,854,13,52,56
44,28,498,62,35,764,17,48,49
37,55,506,61,46,842,15,51,64
43,41,532,52,22,879,32,36,50
53,39,519,48,23,566,21,46,49
42,40,476,52,38,702,27,45,56
47,64,467,49,50,712,26,44,52
35,34,501,74,35,904,18,47,45
60,65,530,75,39,900,27,38,30
52,21,584,51,19,673,25,57,38
40,32,468,67,28,849,37,50,54
47,39,504,56,26,688,25,53,53
33,38,507,48,25,869,24,35,51
62,47,466,41,30,622,18,52,44
51,55,442,53,39,721,28,58,51
49,27,473,52,32,734,23,60,67
50,32,500,50,30,672,31,60,59
69,34,465,57,26,676,30,43,45
49,41,473,51,30,735,23,47,60
84,28,561,51,16,678,17,56,52
57,55,489,60,24,717,12,56,46
47,43,448,59,35,699,17,54,50
35,38,507,56,24,711,27,48,49
38,40,520,47,47,753,24,43,43
51,30,475,60,25,734,18,49,45
49,40,460,50,34,695,27,52,47
59,38,523,61,23,738,23,39,61
51,32,483,64,20,896,22,44,44
52,48,498,62,26,741,17,43,46
43,43,502,57,29,711,30,38,49
54,31,509,52,27,814,18,53,40
52,43,451,66,23,687,23,43,52
48,31,506,59,28,838,13,66,58
53,29,556,59,29,635,22,57,44
45,36,495,47,51,602,23,44,56
65,35,513,47,34,725,17,53,53
62,42,461,49,21,721,13,47,53
40,21,515,51,23,712,20,49,49
42,52,517,48,36,728,23,55,51
51,56,518,51,32,712,32,46,41
34,35,517,54,44,747,19,58,56
56,28,483,43,27,745,36,41,49
47,40,519,51,20,650,25,44,47
39,42,449,50,39,689,26,40,48
52,26,534,55,23,668,16,55,53
42,19,570,69,30,729,31,52,48
44,30,495,44,33,863,29,37,51
38,31,505,66,30,705,19,50,53
60,39,481,51,40,736,20,49,50
63,26,530,57,12,692,18,50,67
50,35,502,56,39,706,31,57,43
42,34,477,59,23,616,16,50,39
60,30,454,47,35,563,23,44,47
55,44,487,47,33,691,14,37,45
43,32,451,55,29,737,10,60,57
40,36,472,53,42,726,33,51,48
41,37,517,33,47,742,33,46,40
52,47,458,63,42,842,32,47,39
59,28,499,49,29,710,25,48,56
58,43,484,59,35,704,21,55,62
49,30,526,41,21,846,25,51,51
70,49,481,44,26,682,25,55,47
56,41,491,51,45,726,22,58,68
39,62,531,46,44,666,28,51,53
40,32,539,53,36,765,26,42,43
57,35,468,58,25,572,18,49,58
44,39,485,52,48,841,23,43,47
52,27,520,46,25,850,30,44,44
40,24,484,59,23,729,33,51,44
51,50,539,50,31,726,20,55,50
63,30,494,59,19,581,28,52,62
45,37,499,57,24,630,23,60,55
63,33,458,45,27,598,16,60,43
43,41,482,48,25,707,21,53,67
51,34,469,45,25,721,25,65,42
52,43,460,67,43,596,21,36,49
54,47,469,59,17,645,16,51,44
46,27,546,60,21,823,26,45,51
38,42,476,55,35,551,26,44,38
52,60,494,34,45,593,23,44,44
50,32,521,59,18,859,30,50,39
36,40,508,53,25,671,27,64,52
39,48,469,50,52,832,26,52,62
41,38,481,55,49,757,17,57,44
33,39,445,38,34,856,30,48,48
51,40,460,59,40,663,34,48,45
73,26,453,49,37,579,32,49,42
40,29,493,56,38,688,17,46,51
39,28,520,58,27,734,28,40,51
51,21,490,62,18,835,14,44,50
50,39,468,47,27,821,21,42,39
50,43,545,52,33,711,13,56,52
43,55,492,66,30,699,26,43,46
40,21,531,50,29,580,20,56,67
42,32,525,44,24,691,24,48,43
32,39,479,44,42,711,23,65,50
44,50,466,46,41,765,22,45,55
69,24,539,55,34,844,26,35,48
55,30,479,67,23,717,15,59,40
48,21,536,50,19,866,14,55,43
57,22,496,67,26,691,20,59,54
43,31,517,52,30,566,14,55,49
46,30,537,68,16,866,21,51,45
57,58,518,54,36,718,22,59,45
58,40,494,49,53,787,28,48,41
59,48,522,46,40,612,23,40,52
46,41,514,59,37,701,22,54,50
44,29,461,68,34,711,26,43,53
54,29,510,50,26,777,20,57,58
41,57,470,58,27,774,31,53,47
45,40,484,49,28,691,21,43,49
46,36,486,48,40,720,21,55,57
44,54,447,65,38,742,28,48,45
57,31,473,52,32,624,19,44,35
50,40,470,70,27,741,17,58,64
44,36,466,70,14,736,23,53,50
35,28,494,42,39,592,18,33,43
68,37,475,46,31,798,34,44,49
37,44,466,52,22,723,20,59,48
48,45,469,55,31,621,24,47,49
59,31,498,77,48,752,24,41,50
50,42,471,56,26,838,25,52,50
63,36,517,59,18,786,13,60,51
69,27,466,60,31,632,19,48,42
44,53,524,60,39,711,25,28,41
60,48,518,39,38,653,26,50,49
58,37,488,60,32,725,27,45,61
46,44,482,59,38,633,26,58,43
58,37,507,55,37,628,27,48,52
61,33,508,74,25,773,17,42,43
57,27,533,55,23,690,20,59,42
49,33,506,46,32,839,16,52,56
38,37,502,48,42,815,24,42,46
49,40,494,60,33,734,22,52,53
